author,content,time,likes,sentiment,url,post_time_of_day,post_day_of_week,sentiment_score,emotion_label,location,geolocation
newshoundai.bsky.social,"The federal election in Australia has concluded for most of the country, but a handful of seats remain too close to call. As of Thursday afternoon, there are 10 seats where the outcome is still uncertain. These seats include Bradfield in New South Wales, Bendigo and Calwell in Victoria, Flinders",2025-05-08T13:02:45.745Z,0,negative,https://bsky.app/profile/newshoundai.bsky.social/post/3lonxvo6nh62c,Afternoon,Thursday,-0.9845950467477516,negative,,
alyswall.bsky.social,"Before the election the AOC noted on their web page that 98.5% of qualified people to vote have registered. With 2 to 5% unqualified spoiled ballots, that makes Australia likely the highest voter turn out in the world. The results represent the people and is a true representative democracy.",2025-05-08T12:17:05.049Z,0,negative,https://bsky.app/profile/alyswall.bsky.social/post/3lonvdxn2d22a,Afternoon,Thursday,-0.9873947032228354,negative,,
dralanwager.bsky.social,This is the best evidence I've seen that the UK would have followed the trend of Australia and Canada if we'd had a general election last week. Still a decisive 'progressive' advantage when it comes to who the electorate actually wants in charge.,2025-05-08T11:52:51.149Z,4,negative,https://bsky.app/profile/dralanwager.bsky.social/post/3lontylzyuc2f,Morning,Thursday,-0.9173109777353584,negative,,
krazykitkat.bsky.social,"She will never accept she's part of the problem.
Canavan doesn't seem to understand that she could choose to sit in either party room.
www.theguardian.com/australia-ne...",2025-05-08T11:46:31.346Z,1,neutral,https://bsky.app/profile/krazykitkat.bsky.social/post/3lontnamlb22n,Morning,Thursday,-0.3582868477905518,neutral,,
jacksmith56655.bsky.social,"“Who will stand up to the American madman?”

…is a top election issue in every allied nation right now.

Germany, Canada and now Australia, have all elected people who will fight back against Trump’s chaos.

We should do the same.",2025-05-08T11:07:53.248Z,2,negative,https://bsky.app/profile/jacksmith56655.bsky.social/post/3lonriapbyc2n,Morning,Thursday,-0.696983370327728,negative,,
lowlandsbeach.bsky.social,"To be fair it seemed to be the Greens volunteers who were not focusing so much on environment issues. I didn't actually hunt down the Greens election policies. ""Bandt rebuffed criticisms that the Greens hadn’t spoken enough about environmental issues."" www.theguardian.com/australia-ne...",2025-05-08T10:59:21.850Z,0,negative,https://bsky.app/profile/lowlandsbeach.bsky.social/post/3lonqyrzbgs2u,Morning,Thursday,-0.9481665162107908,negative,,
yinarr.bsky.social,"Here's a thought.

You know how the second in charge of 45's campaign slithered into Australia in the dead of night to offer advice to Dutton's campaign before the election announcement?

What if he took some pointers back to the US with him?

This is Howard's baby bonus:",2025-05-08T10:52:45.243Z,1,negative,https://bsky.app/profile/yinarr.bsky.social/post/3lonqn5nbw22e,Morning,Thursday,-0.9876668362617458,negative,,
oliverpocock.bsky.social,We need to give that bird in the tree on election day an Order of Australia! #AusPol #AusVotes,2025-05-08T10:34:43.748Z,12,negative,https://bsky.app/profile/oliverpocock.bsky.social/post/3lonpmuvsf22s,Morning,Thursday,-0.72442883280941,negative,,
rune-wolfe.bsky.social,"Australia doesn’t have a federal Human Rights Act – but the election clears the way for overdue reform
theconversation.com/australia-do...",2025-05-08T10:33:31.642Z,0,negative,https://bsky.app/profile/rune-wolfe.bsky.social/post/3lonpklretc2s,Morning,Thursday,-0.70920284622888,negative,,
cjackmanson.bsky.social,The election proved that even the racists in Australia quite like what we have left of a social-democratic welfare state.,2025-05-08T10:16:47.446Z,3,negative,https://bsky.app/profile/cjackmanson.bsky.social/post/3lonomvn5bs25,Morning,Thursday,-0.7911918999867935,negative,,
arianit.bsky.social,"This from right wing Party in Australia that just lost the election:

“My view is that the Trump effect was the single largest factor that was outside of our control that impacted our campaign,” he said.

“It had a devastating effect on our polling numbers”.",2025-05-08T10:10:17.048Z,2,negative,https://bsky.app/profile/arianit.bsky.social/post/3lonob7zcek27,Morning,Thursday,-0.98313748281282,negative,,
europesays.bsky.social,"Australia is set to be a renewables nation; after Labour’s win, there’s no turning back

https://www.europesays.com/2060433/

An emphatic election victory for the incumbent Labour government means Australia‘s rapid shift to renewable energy will continue.…",2025-05-08T10:00:22.345Z,0,negative,https://bsky.app/profile/europesays.bsky.social/post/3lonnpj7z5d2w,Morning,Thursday,-0.9649026351459032,negative,,
poverty.pro,"Labor won't do it, they voted against Greens amendments with the Liberals to raise the rate, rolled out Workforce Australia to automate suspending payments, have not implemented even 1 of the 57 robodebt RC recommendations, and broke their previous election promise to abolish income management",2025-05-08T10:00:12.444Z,2,negative,https://bsky.app/profile/poverty.pro/post/3lonnp77gys27,Morning,Thursday,-0.9895048035408502,negative,,
newsflash.one,"🔴 Importance: 65/100
#news #TopStories #World #australia #information #media

Claims of Low Voter Turnout in Australian Election Misrepresent Preliminary Data Since enforcing mandatory voting a century ago,...",2025-05-08T10:00:03.363Z,0,negative,https://bsky.app/profile/newsflash.one/post/3lonnoxjfcm2b,Morning,Thursday,-0.8338560843909315,negative,,
gazaro.bsky.social,"He doesn't need to, he's starring in own tv series, season 2 is 5 times more batty than season 1, and it's start, I live in Queensland Australia and all we see is trumpty during our own national election, effing Ludacris shambolic and diabolic.",2025-05-08T09:28:22.249Z,3,negative,https://bsky.app/profile/gazaro.bsky.social/post/3lonlwbkqs226,Morning,Thursday,-0.9996784771178824,negative,,
owensmithguitar.bsky.social,"Though, America is spreading the contagion.

A few of the right-wing candidates in Australia were parroting lines during our recent election.",2025-05-08T09:05:08.645Z,1,neutral,https://bsky.app/profile/owensmithguitar.bsky.social/post/3lonkmrelhc23,Morning,Thursday,-0.3582868477905394,neutral,,
giwlanu.bsky.social,"Following Labor’s federal election win last weekend, Australia is set to have more women in federal parliament than ever before 👇

www.abc.net.au/news/2025-05...",2025-05-08T08:53:50.546Z,0,neutral,https://bsky.app/profile/giwlanu.bsky.social/post/3lonjyhzmp22f,Morning,Thursday,-0.2762261068737275,neutral,,
juanwild.bsky.social,"As Australia’s election result reminds us, News Corp no longer has the power to sway voters..
#Australia..#RupertMurdoch..#elections www.theguardian.com/commentisfre...",2025-05-08T08:26:12.144Z,0,negative,https://bsky.app/profile/juanwild.bsky.social/post/3lonih3sfdc2k,Morning,Thursday,-0.6942664388540927,negative,,
nscannell.bsky.social,"Giddy with anticipation and stars in her eyes, Jacinta's imagination runs wild with fantastic scenes of the 2028 election where she is cheered on wildly for saving Australia from it's self inflicted progressive woke decay. She will finally make Australia great again!",2025-05-08T06:19:05.642Z,3,negative,https://bsky.app/profile/nscannell.bsky.social/post/3lonbdqnw6223,Morning,Thursday,-0.8649934016319205,negative,,
eolh.bsky.social,"Over 1.6 million voted 1 for The Greens in Australia this election, almost 12% of votes. A growing movement for the people, with no corporate donations.",2025-05-08T06:18:15.947Z,4,negative,https://bsky.app/profile/eolh.bsky.social/post/3lonbcdx4z227,Morning,Thursday,-0.8729120429772084,negative,,
allenmarkv.bsky.social,"The liberals slide continues with its current MP’s. I believe Libs will disappear after the next election if they rely on their current leadership group. Australia needs a viable alternative conservative political party, the current iteration is not it.",2025-05-08T06:07:04.143Z,1,negative,https://bsky.app/profile/allenmarkv.bsky.social/post/3lonaodqqkk22,Morning,Thursday,-0.9884182378817928,negative,,
musodave.bsky.social,"Same could be said for the ALP. They didn’t win the election, LNP lost it. Neither party of the duopoly are in touch with what modern Australia wants",2025-05-08T05:44:39.644Z,9,neutral,https://bsky.app/profile/musodave.bsky.social/post/3lon7g7u2ls2n,Night,Thursday,0.15931792097236,neutral,,
surajworld.bsky.social,"Australian PM Albanese to visit Indonesia in first overseas trip since re-election

MELBOURNE, Australia -- Australia’s newly re-elected Prime Minister Anthony Albanese said on Wednesday he would visit Indonesia next a week to underscore a key bilateral relationship. Albanese said he would meet…",2025-05-08T05:37:46.047Z,0,negative,https://bsky.app/profile/surajworld.bsky.social/post/3lon6zwjzhg2y,Night,Thursday,-0.99298139173577,negative,,
shane11.bsky.social,Fair point. Farage is unlucky though he’s having his moment in the sun 4 years before it counts. I think we will end up like Australia where leader turns it around or Canada where Starmer goes pre election,2025-05-08T04:36:20.845Z,3,negative,https://bsky.app/profile/shane11.bsky.social/post/3lon3m4dyek2x,Night,Thursday,-0.6582544491072091,negative,,
hoppydave6.bsky.social,"Then there’s Australia. Trump didn’t go out of his way to attack Australia but the results were the same. The country took a sharp and unexpected swing to the left.

Now, the right-wing party in Australia, curiously called the Liberal Party, was not expected to win the election.",2025-05-08T04:16:00.246Z,1,negative,https://bsky.app/profile/hoppydave6.bsky.social/post/3lon2hsqstc2g,Night,Thursday,-0.7900125307870147,negative,,
afterthebreak.bsky.social,"… Trumpist, immigrant and Christian nationalist, Senator Ralph Babet of Australia has his whinge at the recent 2025 federal election result.
Still can’t find the “left media”, or the Marxists in schools?",2025-05-08T03:53:04.242Z,0,negative,https://bsky.app/profile/afterthebreak.bsky.social/post/3lomz6nl4s223,Night,Thursday,-0.8241295053062758,negative,,
cici77.bsky.social,"First Canada, now Australia: Trump factor boosts another left-leaning world leader to an election comeback - The Wall Street Journal

apple.news/Aw28tC-QaTw2...",2025-05-08T03:50:16.049Z,5,negative,https://bsky.app/profile/cici77.bsky.social/post/3lomyzoabpc25,Night,Thursday,-0.8124791195113932,negative,,
gekko.bsky.social,"Independent media in Australia need to smarten up

You're still at the “let’s celebrate TIMMY” stage

Do a DEEP, DEEP dive into what he really happened this election, his platform, and his base

The real news is his campaign was a foreign issue - succour to GENOCIDE, STARVATION and ETHNIC CLEANSING",2025-05-08T03:48:53.143Z,44,negative,https://bsky.app/profile/gekko.bsky.social/post/3lomyx3ecgc2i,Night,Thursday,-0.9499231073669704,negative,,
misc-loose-unit.bsky.social,"The same man who said the Orange Dictator was welcome in Australia, and stopped people booing at Dutton on election night because “we’re Australians and we treat people with respect”

He’s a hypocrite, happy to punch down!

#ausvotes #auspol",2025-05-08T03:35:45.342Z,2,negative,https://bsky.app/profile/misc-loose-unit.bsky.social/post/3lomy7qqlbc2r,Night,Thursday,-0.9516155235497734,negative,,
gidmk.bsky.social,"I reckon at least 50% of the historic election result in Australia this year is explained by the Trump effect, which had nothing to do with us. Quite a bit of the US election is probably down to the Ukraine war (through a series of spiraling global impacts). Etc",2025-05-08T03:19:44.860Z,18,negative,https://bsky.app/profile/gidmk.bsky.social/post/3lomxd4aqzs2c,Night,Thursday,-0.9974852580106496,negative,,
systemunknown.com,"Australia Shifts towards Renewable Energy with Electrifying Victory** The UNSW Institute for Climate Risk and Resilience at UNSW Sydney has welcomed the emphatic election victory of the incumbent Labor government, which has sent a clear signal that Australia's swiftness to renewable energy will ...",2025-05-08T02:44:50.246Z,0,negative,https://bsky.app/profile/systemunknown.com/post/3lomvepmstc23,Night,Thursday,-0.97698433535628,negative,,
